1,0.428426
11,0.323884
21,0.393336
31,0.598118
41,0.835627
51,0.967382
61,0.943038
71,1.24181
81,1.39954
91,1.47783
101,1.90052
111,2.09006
121,1.77559
131,2.19712
141,2.64539
191,2.91175
201,3.23755
251,3.88898
261,3.92407
271,3.98311
291,4.19732
311,4.15017
321,3.95487
361,4.15517
371,4.92028
391,4.56865
401,5.24984
411,5.15775
421,5.26741
431,4.8835
441,5.21214
451,5.47835
461,5.71071
471,5.94589
481,5.42101
511,5.95351
521,5.62741
531,5.32034
541,6.10285
561,6.01155
571,6.19047
581,5.96451
591,6.36645
601,5.83388
631,6.32629
641,5.93724
651,6.90313
661,6.06845
671,5.86603
681,5.95882
691,6.04675
701,5.90068
711,5.92832
721,6.89915
731,6.14582
751,7.12758
761,6.59078
771,7.11585
781,6.02396
791,6.25695
801,6.39232
