1,22.20555556
11,244.8777778
21,461.8111111
31,660.0388889
41,850.2777778
51,1023.955556
61,1168.166667
71,1318.894444
81,1466.994444
91,1518.488889
101,1725.838889
111,1718.344444
121,1837.872222
131,1910.644444
141,1935.205556
151,2037.088889
161,2004.111111
171,2022.338889
181,2119.15
191,2035.4
201,2135.161111
211,2012.677778
221,2095.3
231,2046.916667
241,2219.161111
251,2149.044444
261,2164.6
271,2223.05
281,2144.216667
291,2307.75
301,1995.055556
311,2127.266667
321,2099.694444
331,2132.827778
341,2214.683333
351,2083.094444
361,2118.061111
371,2143.094444
381,2123.211111
391,2108.322222
401,2087.988889
411,2299.2
421,2325.85
431,2232.494444
441,2189.1
451,2089.411111
461,1964.827778
471,2184.583333
481,2040.883333
491,2186.833333
501,2175.611111
511,2099.138889
521,2143.288889
531,1926.105556
541,2139.566667
551,2112.638889
561,1997.583333
571,2041.166667
581,2038.4
591,2142.716667
601,1879.205556
611,2088.905556
621,2010.344444
631,2067.983333
641,2071.9
651,2043.194444
661,1917.455556
671,2115.133333
681,1960.411111
691,2120.383333
701,1922.155556
711,1930.633333
721,2049.944444
731,1924.9
741,2123.466667
751,1894.511111
761,2108.044444
771,1916.427778
781,2050.188889
791,1903.911111
801,2113.038889
